Id,Target,Source
000a6c98-bb9b-11e8-b2b9-ac1f6b6435d0,7 1 2 0,train
000a9596-bbc4-11e8-b2bc-ac1f6b6435d0,5,train
000c99ba-bba4-11e8-b2b9-ac1f6b6435d0,1,train
001838f8-bbca-11e8-b2bc-ac1f6b6435d0,18,train
00357b1e-bba9-11e8-b2ba-ac1f6b6435d0,6 2,train
0042017c-bba4-11e8-b2b9-ac1f6b6435d0,25 11,train
00456fd2-bb9b-11e8-b2b9-ac1f6b6435d0,7 1 2 0,train
0047c984-bba6-11e8-b2ba-ac1f6b6435d0,11,train
004b47de-bbca-11e8-b2bc-ac1f6b6435d0,25 3,train
004f8abc-bbb9-11e8-b2ba-ac1f6b6435d0,12 0,train
0051ccbc-bbbb-11e8-b2ba-ac1f6b6435d0,13,train
00520f22-bb9a-11e8-b2b9-ac1f6b6435d0,14 2 0,train
005a103a-bbc4-11e8-b2bc-ac1f6b6435d0,25 13 21,train
0060269e-bbbc-11e8-b2ba-ac1f6b6435d0,25 4,train
0067a7c0-bbb7-11e8-b2ba-ac1f6b6435d0,1 0,train
006f3dde-bbc9-11e8-b2bc-ac1f6b6435d0,22 0 21,train
006f5b04-bbb3-11e8-b2ba-ac1f6b6435d0,3,train
00716b36-bba6-11e8-b2ba-ac1f6b6435d0,14,train
0072d080-bbaf-11e8-b2ba-ac1f6b6435d0,18 0,train
0074cfce-bbab-11e8-b2ba-ac1f6b6435d0,25 18,train
007c0304-bbbd-11e8-b2ba-ac1f6b6435d0,11 5,train
00822d20-bbc1-11e8-b2bb-ac1f6b6435d0,12 25 21,train
008761b4-bbad-11e8-b2ba-ac1f6b6435d0,16 14 17,train
008b8e7c-bbb4-11e8-b2ba-ac1f6b6435d0,1 0,train
0092d59c-bba5-11e8-b2ba-ac1f6b6435d0,18,train
0097150a-bbc1-11e8-b2bb-ac1f6b6435d0,23 0,train
009b8c20-bbc6-11e8-b2bc-ac1f6b6435d0,7,train
00ab10d6-bba4-11e8-b2b9-ac1f6b6435d0,22 6,train
00ab56c8-bbad-11e8-b2ba-ac1f6b6435d0,7 14 0,train
00b9bdcc-bbca-11e8-b2bc-ac1f6b6435d0,6,train
00bd4376-bbbf-11e8-b2ba-ac1f6b6435d0,7,train
00c3f3fc-bbbe-11e8-b2ba-ac1f6b6435d0,12 25,train
00c9616e-bba7-11e8-b2ba-ac1f6b6435d0,3,train
00c96be4-bbb8-11e8-b2ba-ac1f6b6435d0,5,train
00ca1a3a-bbc7-11e8-b2bc-ac1f6b6435d0,23,train
00cb9586-bbc2-11e8-b2bb-ac1f6b6435d0,3,train
00d4f904-bbb4-11e8-b2ba-ac1f6b6435d0,1 4 2 0,train
00dd1766-bbae-11e8-b2ba-ac1f6b6435d0,25 1 2 21,train
00df1310-bbca-11e8-b2bc-ac1f6b6435d0,6,train
00eabc0c-bbb5-11e8-b2ba-ac1f6b6435d0,19 0,train
00fe597e-bbc9-11e8-b2bc-ac1f6b6435d0,5,train
00ff41c4-bba9-11e8-b2ba-ac1f6b6435d0,0 8,train
0102707a-bba3-11e8-b2b9-ac1f6b6435d0,23,train
01028112-bbb4-11e8-b2ba-ac1f6b6435d0,6,train
01037b76-bbaa-11e8-b2ba-ac1f6b6435d0,23 4,train
01106f56-bbc9-11e8-b2bc-ac1f6b6435d0,18,train
0118f7e4-bbaf-11e8-b2ba-ac1f6b6435d0,20 0,train
011a3b06-bb9e-11e8-b2b9-ac1f6b6435d0,18,train
011acdc6-bba0-11e8-b2b9-ac1f6b6435d0,7 0,train
011def6e-bbb5-11e8-b2ba-ac1f6b6435d0,1 0,train
012c02f2-bbab-11e8-b2ba-ac1f6b6435d0,11,train
01314a58-bba3-11e8-b2b9-ac1f6b6435d0,6 9 10,train
0139e754-bbbb-11e8-b2ba-ac1f6b6435d0,18 0,train
013f0f3a-bbad-11e8-b2ba-ac1f6b6435d0,7 0,train
014a8bae-bba2-11e8-b2b9-ac1f6b6435d0,25 4,train
014d20d2-bbaf-11e8-b2ba-ac1f6b6435d0,26,train
0158f3d6-bb9f-11e8-b2b9-ac1f6b6435d0,7 0,train
016b3df6-bba5-11e8-b2ba-ac1f6b6435d0,25 1 21,train
01747a40-bbc0-11e8-b2bb-ac1f6b6435d0,18,train
017badb4-bbc6-11e8-b2bc-ac1f6b6435d0,16 18 17,train
017c17c6-bbb8-11e8-b2ba-ac1f6b6435d0,11,train
017e605a-bba7-11e8-b2ba-ac1f6b6435d0,25 17 0,train
0189cff8-bbc0-11e8-b2bb-ac1f6b6435d0,4,train
018dd9a2-bbc2-11e8-b2bb-ac1f6b6435d0,6,train
018e30a8-bbc9-11e8-b2bc-ac1f6b6435d0,6 21,train
01977230-bbb5-11e8-b2ba-ac1f6b6435d0,22 2 0,train
01a2fd5e-bbb4-11e8-b2ba-ac1f6b6435d0,16 25 17 0,train
01a9e5da-bb9e-11e8-b2b9-ac1f6b6435d0,16 11,train
01b500a4-bb9a-11e8-b2b9-ac1f6b6435d0,1 4 2 0,train
01bb65f4-bba2-11e8-b2b9-ac1f6b6435d0,18 14,train
01d1ae74-bbb9-11e8-b2ba-ac1f6b6435d0,23 0,train
01d1e5fc-bbb3-11e8-b2ba-ac1f6b6435d0,23,train
01ddc40c-bbb9-11e8-b2ba-ac1f6b6435d0,22 0,train
01e9c96a-bb9a-11e8-b2b9-ac1f6b6435d0,18 0 21,train
01eea150-bba5-11e8-b2ba-ac1f6b6435d0,3,train
01f3e0da-bb9f-11e8-b2b9-ac1f6b6435d0,1,train
01f870c0-bba7-11e8-b2ba-ac1f6b6435d0,14,train
0204b9f0-bba4-11e8-b2b9-ac1f6b6435d0,19,train
02056070-bba5-11e8-b2ba-ac1f6b6435d0,7 1 4,train
020d4352-bbb5-11e8-b2ba-ac1f6b6435d0,16 25,train
02101658-bbca-11e8-b2bc-ac1f6b6435d0,23,train
0216d526-bbbe-11e8-b2ba-ac1f6b6435d0,16 14,train
02199b60-bbc0-11e8-b2bb-ac1f6b6435d0,1 2,train
022159ba-bbc8-11e8-b2bc-ac1f6b6435d0,14,train
0230f2c2-bb9f-11e8-b2b9-ac1f6b6435d0,11 16,train
0232b2ba-bbbd-11e8-b2ba-ac1f6b6435d0,11,train
0235dcc4-bbb8-11e8-b2ba-ac1f6b6435d0,19 25,train
0240e7f6-bbac-11e8-b2ba-ac1f6b6435d0,6,train
0249aa98-bbc1-11e8-b2bb-ac1f6b6435d0,19 0,train
024bce74-bbc4-11e8-b2bc-ac1f6b6435d0,12,train
024f5654-bbae-11e8-b2ba-ac1f6b6435d0,24 22,train
0264fdd4-bbb7-11e8-b2ba-ac1f6b6435d0,4,train
0271c9e4-bbab-11e8-b2ba-ac1f6b6435d0,6,train
027a702a-bbca-11e8-b2bc-ac1f6b6435d0,22 2,train
027c5df4-bbb6-11e8-b2ba-ac1f6b6435d0,14 0,train
027c9b12-bbc4-11e8-b2bc-ac1f6b6435d0,3 0,train
0288d6f4-bbc2-11e8-b2bb-ac1f6b6435d0,4,train
0288e29e-bb9e-11e8-b2b9-ac1f6b6435d0,25 5,train
0290c330-bb9c-11e8-b2b9-ac1f6b6435d0,26 25,train
029509ba-bbbd-11e8-b2ba-ac1f6b6435d0,11,train
02976c92-bbbc-11e8-b2ba-ac1f6b6435d0,25 18 3 0,train
029df10a-bbaf-11e8-b2ba-ac1f6b6435d0,4,train
029f7ac0-bbb9-11e8-b2ba-ac1f6b6435d0,3,train
02a7b5ce-bbc7-11e8-b2bc-ac1f6b6435d0,11 0,train
02ae4dca-bbaa-11e8-b2ba-ac1f6b6435d0,26,train
02ba21c6-bbb5-11e8-b2ba-ac1f6b6435d0,16 25 0,train
02bd4566-bbad-11e8-b2ba-ac1f6b6435d0,7 0,train
02c1d584-bb9b-11e8-b2b9-ac1f6b6435d0,7 0,train
02c5ae5e-bbb2-11e8-b2ba-ac1f6b6435d0,5,train
02d266c4-bbaa-11e8-b2ba-ac1f6b6435d0,25 7 0,train
02e27b14-bba9-11e8-b2ba-ac1f6b6435d0,1,train
02e2a5d6-bbad-11e8-b2ba-ac1f6b6435d0,19,train
02e42082-bbad-11e8-b2ba-ac1f6b6435d0,6,train
02e685cc-bbc9-11e8-b2bc-ac1f6b6435d0,25 2 0,train
02ef9b26-bba1-11e8-b2b9-ac1f6b6435d0,12 0,train
02f839b2-bba5-11e8-b2ba-ac1f6b6435d0,24 18,train
02fb44fc-bbac-11e8-b2ba-ac1f6b6435d0,6,train
02fefb04-bbc7-11e8-b2bc-ac1f6b6435d0,1 4,train
0305a056-bbbf-11e8-b2ba-ac1f6b6435d0,25 4,train
030b6ee2-bbbe-11e8-b2ba-ac1f6b6435d0,17 21,train
0312336a-bba7-11e8-b2ba-ac1f6b6435d0,1 4,train
03181d4e-bbb0-11e8-b2ba-ac1f6b6435d0,24 21,train
0324803a-bbaa-11e8-b2ba-ac1f6b6435d0,11,train
0325d998-bb9c-11e8-b2b9-ac1f6b6435d0,1 2 0,train
0329744e-bbac-11e8-b2ba-ac1f6b6435d0,22,train
032a7200-bbab-11e8-b2ba-ac1f6b6435d0,14 0,train
032ae03c-bbc9-11e8-b2bc-ac1f6b6435d0,7 0,train
032f0da4-bbc6-11e8-b2bc-ac1f6b6435d0,25 1 0,train
033c214a-bbb4-11e8-b2ba-ac1f6b6435d0,6,train
033f4c8a-bb9b-11e8-b2b9-ac1f6b6435d0,24 11,train
0340decc-bbb1-11e8-b2ba-ac1f6b6435d0,18,train
034a37f8-bbc3-11e8-b2bc-ac1f6b6435d0,5,train
0357ecb4-bbae-11e8-b2ba-ac1f6b6435d0,7 0,train
0358b00a-bba8-11e8-b2ba-ac1f6b6435d0,6 0,train
0359527c-bbbb-11e8-b2ba-ac1f6b6435d0,3,train
0367d960-bbb0-11e8-b2ba-ac1f6b6435d0,20,train
0374c84e-bbbc-11e8-b2ba-ac1f6b6435d0,11,train
037aef70-bbb3-11e8-b2ba-ac1f6b6435d0,12,train
037f4612-bbca-11e8-b2bc-ac1f6b6435d0,1 4,train
03846c2e-bbb5-11e8-b2ba-ac1f6b6435d0,25 11 2 0,train
0384cd60-bbb3-11e8-b2ba-ac1f6b6435d0,22,train
03886f76-bbb6-11e8-b2ba-ac1f6b6435d0,19 25,train
03903282-bbbc-11e8-b2ba-ac1f6b6435d0,25 18 0,train
0391ab0a-bbb5-11e8-b2ba-ac1f6b6435d0,6 1,train
0392f4c4-bbba-11e8-b2ba-ac1f6b6435d0,6,train
039858f6-bbab-11e8-b2ba-ac1f6b6435d0,25 6 2,train
03b49288-bba0-11e8-b2b9-ac1f6b6435d0,22,train
03b65c62-bbc3-11e8-b2bc-ac1f6b6435d0,12 25 0,train
03cc65f6-bba1-11e8-b2b9-ac1f6b6435d0,18,train
03ce111c-bbba-11e8-b2ba-ac1f6b6435d0,25 14,train
03d00c42-bbba-11e8-b2ba-ac1f6b6435d0,4,train
03d25c28-bbaf-11e8-b2ba-ac1f6b6435d0,3,train
03d285d4-bba2-11e8-b2b9-ac1f6b6435d0,25 6 2,train
03d9fb0c-bb9d-11e8-b2b9-ac1f6b6435d0,23 0,train
03db18c8-bb9a-11e8-b2b9-ac1f6b6435d0,25 14,train
03dd0446-bbc5-11e8-b2bc-ac1f6b6435d0,2 0,train
03de37e6-bbaf-11e8-b2ba-ac1f6b6435d0,22 7 2,train
03e0add8-bbae-11e8-b2ba-ac1f6b6435d0,6,train
03e0b692-bbaf-11e8-b2ba-ac1f6b6435d0,25 18,train
03e32798-bb9f-11e8-b2b9-ac1f6b6435d0,11 0,train
03e3827a-bba8-11e8-b2ba-ac1f6b6435d0,22,train
03f12378-bba1-11e8-b2b9-ac1f6b6435d0,14,train
03f57edc-bbc9-11e8-b2bc-ac1f6b6435d0,22 25,train
03f63d86-bbbf-11e8-b2ba-ac1f6b6435d0,14,train
03fcc436-bbc8-11e8-b2bc-ac1f6b6435d0,25 14,train
040060d2-bba5-11e8-b2ba-ac1f6b6435d0,11,train
0402c00c-bbaf-11e8-b2ba-ac1f6b6435d0,25 5 0,train
0408547a-bb9d-11e8-b2b9-ac1f6b6435d0,16 21,train
040d3224-bbc5-11e8-b2bc-ac1f6b6435d0,19 0,train
041a316a-bbc8-11e8-b2bc-ac1f6b6435d0,3,train
041d6c96-bbb8-11e8-b2ba-ac1f6b6435d0,14,train
0427e718-bbb1-11e8-b2ba-ac1f6b6435d0,24 23,train
042a6b74-bba6-11e8-b2ba-ac1f6b6435d0,11,train
042cfe0e-bb9a-11e8-b2b9-ac1f6b6435d0,12 0,train
043225a2-bbc0-11e8-b2bb-ac1f6b6435d0,13 0,train
0435386e-bbbb-11e8-b2ba-ac1f6b6435d0,14,train
0436371c-bb9a-11e8-b2b9-ac1f6b6435d0,23 0,train
043866ac-bba6-11e8-b2ba-ac1f6b6435d0,25 3,train
043ff8ba-bbc2-11e8-b2bb-ac1f6b6435d0,19,train
044bd6e6-bbb1-11e8-b2ba-ac1f6b6435d0,13 18,train
04533c26-bbaf-11e8-b2ba-ac1f6b6435d0,25 5,train
045edf1c-bbc9-11e8-b2bc-ac1f6b6435d0,22 0,train
0463bae6-bbba-11e8-b2ba-ac1f6b6435d0,21,train
0468fef4-bbc7-11e8-b2bc-ac1f6b6435d0,6,train
046ebcba-bbc5-11e8-b2bc-ac1f6b6435d0,11 0,train
0470db52-bbad-11e8-b2ba-ac1f6b6435d0,5 0,train
04735e12-bba4-11e8-b2b9-ac1f6b6435d0,3 0,train
047f516e-bba8-11e8-b2ba-ac1f6b6435d0,12,train
048af3d0-bbb6-11e8-b2ba-ac1f6b6435d0,7 2 0,train
04a4cca4-bba4-11e8-b2b9-ac1f6b6435d0,25 20 23,train
04a96654-bbc4-11e8-b2bc-ac1f6b6435d0,5 0,train
04aa916a-bbc8-11e8-b2bc-ac1f6b6435d0,1 2,train
04ad6ce0-bbb0-11e8-b2ba-ac1f6b6435d0,6 0,train
04b25a3a-bbc3-11e8-b2bc-ac1f6b6435d0,25 17,train
04b385ca-bbbb-11e8-b2ba-ac1f6b6435d0,3,train
04b951a6-bbb3-11e8-b2ba-ac1f6b6435d0,19,train
04bd2790-bbae-11e8-b2ba-ac1f6b6435d0,25 1 0,train
04c88e94-bbbf-11e8-b2ba-ac1f6b6435d0,11,train
04ca1f26-bbc3-11e8-b2bc-ac1f6b6435d0,7 0,train
04cdab5e-bbb5-11e8-b2ba-ac1f6b6435d0,5 0,train
04d1c1b8-bba0-11e8-b2b9-ac1f6b6435d0,5 21,train
04da01a0-bbbb-11e8-b2ba-ac1f6b6435d0,25 23 0,train
04da7ff4-bba2-11e8-b2b9-ac1f6b6435d0,25 6 7,train
04e1059a-bbc5-11e8-b2bc-ac1f6b6435d0,14,train
04e4ae02-bba7-11e8-b2ba-ac1f6b6435d0,6 20,train
04eec9d0-bb9f-11e8-b2b9-ac1f6b6435d0,16 14,train
04f69cd0-bbc4-11e8-b2bc-ac1f6b6435d0,3 0,train
0506004a-bbaa-11e8-b2ba-ac1f6b6435d0,4,train
0508c48a-bbb2-11e8-b2ba-ac1f6b6435d0,25 5,train
051a5402-bbbc-11e8-b2ba-ac1f6b6435d0,25 6 2,train
051f96a8-bbab-11e8-b2ba-ac1f6b6435d0,6 9 10,train
0522f384-bbbf-11e8-b2ba-ac1f6b6435d0,3 0,train
052e4180-bbb0-11e8-b2ba-ac1f6b6435d0,23 0,train
052efb66-bbc4-11e8-b2bc-ac1f6b6435d0,19,train
0530d502-bbc0-11e8-b2bb-ac1f6b6435d0,25 18,train
054ec024-bba9-11e8-b2ba-ac1f6b6435d0,6,train
054feace-bbc9-11e8-b2bc-ac1f6b6435d0,19,train
055696f0-bb9f-11e8-b2b9-ac1f6b6435d0,3 0,train
055e91f2-bb9a-11e8-b2b9-ac1f6b6435d0,19 5 0,train
055ecc1c-bbb8-11e8-b2ba-ac1f6b6435d0,2 0 21,train
0560baf4-bba9-11e8-b2ba-ac1f6b6435d0,14,train
0563b9d0-bb9e-11e8-b2b9-ac1f6b6435d0,12 25,train
056995d8-bbaa-11e8-b2ba-ac1f6b6435d0,7,train
057c5860-bbb6-11e8-b2ba-ac1f6b6435d0,7 0,train
0582608e-bbc0-11e8-b2bb-ac1f6b6435d0,6,train
058c3250-bbaa-11e8-b2ba-ac1f6b6435d0,25 2,train
058db2d2-bbba-11e8-b2ba-ac1f6b6435d0,16 7,train
05918a74-bba1-11e8-b2b9-ac1f6b6435d0,6,train
059462b0-bbc1-11e8-b2bb-ac1f6b6435d0,8,train
0598a6a8-bb9f-11e8-b2b9-ac1f6b6435d0,24,train
059bc0b0-bbac-11e8-b2ba-ac1f6b6435d0,1 0,train
05a371ba-bba8-11e8-b2ba-ac1f6b6435d0,7 0,train
05a4b294-bbaa-11e8-b2ba-ac1f6b6435d0,22,train
05a60818-bba7-11e8-b2ba-ac1f6b6435d0,19 25,train
