Id,Target,Source
00070df0-bbc3-11e8-b2bc-ac1f6b6435d0,16 0,train
000a6c98-bb9b-11e8-b2b9-ac1f6b6435d0,7 1 2 0,train
000a9596-bbc4-11e8-b2bc-ac1f6b6435d0,5,train
000c99ba-bba4-11e8-b2b9-ac1f6b6435d0,1,train
001838f8-bbca-11e8-b2bc-ac1f6b6435d0,18,train
0032a07e-bba9-11e8-b2ba-ac1f6b6435d0,24 0,train
00357b1e-bba9-11e8-b2ba-ac1f6b6435d0,6 2,train
0042017c-bba4-11e8-b2b9-ac1f6b6435d0,25 11,train
004bf4c6-bbc6-11e8-b2bc-ac1f6b6435d0,16 6,train
004efaa2-bba5-11e8-b2ba-ac1f6b6435d0,23,train
004f8abc-bbb9-11e8-b2ba-ac1f6b6435d0,12 0,train
00508c34-bbb7-11e8-b2ba-ac1f6b6435d0,3 0,train
0051ccbc-bbbb-11e8-b2ba-ac1f6b6435d0,13,train
00520f22-bb9a-11e8-b2b9-ac1f6b6435d0,14 2 0,train
0058c62c-bbbe-11e8-b2ba-ac1f6b6435d0,12,train
005a103a-bbc4-11e8-b2bc-ac1f6b6435d0,25 13 21,train
0060269e-bbbc-11e8-b2ba-ac1f6b6435d0,25 4,train
00626a32-bbab-11e8-b2ba-ac1f6b6435d0,23,train
00638dd0-bbac-11e8-b2ba-ac1f6b6435d0,20,train
0067a7c0-bbb7-11e8-b2ba-ac1f6b6435d0,1 0,train
006f3dde-bbc9-11e8-b2bc-ac1f6b6435d0,22 0 21,train
006f5b04-bbb3-11e8-b2ba-ac1f6b6435d0,3,train
00716b36-bba6-11e8-b2ba-ac1f6b6435d0,14,train
0072d080-bbaf-11e8-b2ba-ac1f6b6435d0,18 0,train
00822d20-bbc1-11e8-b2bb-ac1f6b6435d0,12 25 21,train
008761b4-bbad-11e8-b2ba-ac1f6b6435d0,16 14 17,train
0088a1b6-bbb5-11e8-b2ba-ac1f6b6435d0,11,train
0089bdfe-bbc8-11e8-b2bc-ac1f6b6435d0,0 21,train
008b8e7c-bbb4-11e8-b2ba-ac1f6b6435d0,1 0,train
0097150a-bbc1-11e8-b2bb-ac1f6b6435d0,23 0,train
009b8c20-bbc6-11e8-b2bc-ac1f6b6435d0,7,train
00ab10d6-bba4-11e8-b2b9-ac1f6b6435d0,22 6,train
00ab56c8-bbad-11e8-b2ba-ac1f6b6435d0,7 14 0,train
00b9bdcc-bbca-11e8-b2bc-ac1f6b6435d0,6,train
00bd4376-bbbf-11e8-b2ba-ac1f6b6435d0,7,train
00ca1a3a-bbc7-11e8-b2bc-ac1f6b6435d0,23,train
00cb9586-bbc2-11e8-b2bb-ac1f6b6435d0,3,train
00d4f904-bbb4-11e8-b2ba-ac1f6b6435d0,1 4 2 0,train
00dd1766-bbae-11e8-b2ba-ac1f6b6435d0,25 1 2 21,train
00df1310-bbca-11e8-b2bc-ac1f6b6435d0,6,train
00eabc0c-bbb5-11e8-b2ba-ac1f6b6435d0,19 0,train
00fe597e-bbc9-11e8-b2bc-ac1f6b6435d0,5,train
00ff41c4-bba9-11e8-b2ba-ac1f6b6435d0,0 8,train
01028112-bbb4-11e8-b2ba-ac1f6b6435d0,6,train
01037b76-bbaa-11e8-b2ba-ac1f6b6435d0,23 4,train
01106f56-bbc9-11e8-b2bc-ac1f6b6435d0,18,train
0118f7e4-bbaf-11e8-b2ba-ac1f6b6435d0,20 0,train
011945ae-bbb5-11e8-b2ba-ac1f6b6435d0,3,train
011a3b06-bb9e-11e8-b2b9-ac1f6b6435d0,18,train
011acdc6-bba0-11e8-b2b9-ac1f6b6435d0,7 0,train
011def6e-bbb5-11e8-b2ba-ac1f6b6435d0,1 0,train
012c02f2-bbab-11e8-b2ba-ac1f6b6435d0,11,train
01314a58-bba3-11e8-b2b9-ac1f6b6435d0,6 9 10,train
0139e754-bbbb-11e8-b2ba-ac1f6b6435d0,18 0,train
013f0f3a-bbad-11e8-b2ba-ac1f6b6435d0,7 0,train
014d20d2-bbaf-11e8-b2ba-ac1f6b6435d0,26,train
014dfb1e-bbba-11e8-b2ba-ac1f6b6435d0,25 6 2 0,train
0158f3d6-bb9f-11e8-b2b9-ac1f6b6435d0,7 0,train
0167f530-bbc1-11e8-b2bb-ac1f6b6435d0,19,train
016b3df6-bba5-11e8-b2ba-ac1f6b6435d0,25 1 21,train
017badb4-bbc6-11e8-b2bc-ac1f6b6435d0,16 18 17,train
017e605a-bba7-11e8-b2ba-ac1f6b6435d0,25 17 0,train
0189cff8-bbc0-11e8-b2bb-ac1f6b6435d0,4,train
018dd9a2-bbc2-11e8-b2bb-ac1f6b6435d0,6,train
018e30a8-bbc9-11e8-b2bc-ac1f6b6435d0,6 21,train
01977230-bbb5-11e8-b2ba-ac1f6b6435d0,22 2 0,train
01a2fd5e-bbb4-11e8-b2ba-ac1f6b6435d0,16 25 17 0,train
01b500a4-bb9a-11e8-b2b9-ac1f6b6435d0,1 4 2 0,train
01b7c7b8-bba8-11e8-b2ba-ac1f6b6435d0,19 0,train
01ba30e4-bbb6-11e8-b2ba-ac1f6b6435d0,16 0,train
01c87288-bbc2-11e8-b2bb-ac1f6b6435d0,11,train
01d05f48-bbb8-11e8-b2ba-ac1f6b6435d0,16 25 0,train
01d1ae74-bbb9-11e8-b2ba-ac1f6b6435d0,23 0,train
01d6e4b8-bba8-11e8-b2ba-ac1f6b6435d0,19 25,train
01ddc40c-bbb9-11e8-b2ba-ac1f6b6435d0,22 0,train
01e7a2b4-bbba-11e8-b2ba-ac1f6b6435d0,22,train
01eea150-bba5-11e8-b2ba-ac1f6b6435d0,3,train
01f3e0da-bb9f-11e8-b2b9-ac1f6b6435d0,1,train
01f58bec-bba4-11e8-b2b9-ac1f6b6435d0,23,train
