Id,Target,Source
000a6c98-bb9b-11e8-b2b9-ac1f6b6435d0,7 1 2 0,train
000a9596-bbc4-11e8-b2bc-ac1f6b6435d0,5,train
001838f8-bbca-11e8-b2bc-ac1f6b6435d0,18,train
0020af02-bbba-11e8-b2ba-ac1f6b6435d0,25 2,train
00285ce4-bba0-11e8-b2b9-ac1f6b6435d0,2 0,train
002daad6-bbc9-11e8-b2bc-ac1f6b6435d0,7,train
00301238-bbb2-11e8-b2ba-ac1f6b6435d0,21,train
0032a07e-bba9-11e8-b2ba-ac1f6b6435d0,24 0,train
00344514-bbc2-11e8-b2bb-ac1f6b6435d0,23,train
00357b1e-bba9-11e8-b2ba-ac1f6b6435d0,6 2,train
00383b44-bbbb-11e8-b2ba-ac1f6b6435d0,25,train
0038d6a6-bb9a-11e8-b2b9-ac1f6b6435d0,25 0,train
003957a8-bbb7-11e8-b2ba-ac1f6b6435d0,25,train
003feb6e-bbca-11e8-b2bc-ac1f6b6435d0,0,train
0042017c-bba4-11e8-b2b9-ac1f6b6435d0,25 11,train
00456fd2-bb9b-11e8-b2b9-ac1f6b6435d0,7 1 2 0,train
0047c984-bba6-11e8-b2ba-ac1f6b6435d0,11,train
00481c70-bba3-11e8-b2b9-ac1f6b6435d0,25 2,train
004b47de-bbca-11e8-b2bc-ac1f6b6435d0,25 3,train
004bf4c6-bbc6-11e8-b2bc-ac1f6b6435d0,16 6,train
004efaa2-bba5-11e8-b2ba-ac1f6b6435d0,23,train
004f7c66-bb9b-11e8-b2b9-ac1f6b6435d0,25,train
004f8abc-bbb9-11e8-b2ba-ac1f6b6435d0,12 0,train
0051ccbc-bbbb-11e8-b2ba-ac1f6b6435d0,13,train
00520f22-bb9a-11e8-b2b9-ac1f6b6435d0,14 2 0,train
0058c62c-bbbe-11e8-b2ba-ac1f6b6435d0,12,train
005a103a-bbc4-11e8-b2bc-ac1f6b6435d0,25 13 21,train
005a78ec-bbae-11e8-b2ba-ac1f6b6435d0,7,train
005ccb94-bbca-11e8-b2bc-ac1f6b6435d0,2,train
0060269e-bbbc-11e8-b2ba-ac1f6b6435d0,25 4,train
0062719a-bbbe-11e8-b2ba-ac1f6b6435d0,25 23,train
00638dd0-bbac-11e8-b2ba-ac1f6b6435d0,20,train
0065e36c-bba4-11e8-b2b9-ac1f6b6435d0,2 0,train
0067a7c0-bbb7-11e8-b2ba-ac1f6b6435d0,1 0,train
0067f542-bba1-11e8-b2b9-ac1f6b6435d0,23 0,train
006a8c72-bbc8-11e8-b2bc-ac1f6b6435d0,5,train
006cde8a-bbbb-11e8-b2ba-ac1f6b6435d0,21,train
006f5b04-bbb3-11e8-b2ba-ac1f6b6435d0,3,train
0072d080-bbaf-11e8-b2ba-ac1f6b6435d0,18 0,train
00751f10-bbab-11e8-b2ba-ac1f6b6435d0,0,train
007c0304-bbbd-11e8-b2ba-ac1f6b6435d0,11 5,train
007d009a-bb9c-11e8-b2b9-ac1f6b6435d0,23 0,train
00822d20-bbc1-11e8-b2bb-ac1f6b6435d0,12 25 21,train
00855996-bbad-11e8-b2ba-ac1f6b6435d0,0,train
008761b4-bbad-11e8-b2ba-ac1f6b6435d0,16 14 17,train
00884f46-bbc3-11e8-b2bc-ac1f6b6435d0,0 21,train
0088a1b6-bbb5-11e8-b2ba-ac1f6b6435d0,11,train
0089bdfe-bbc8-11e8-b2bc-ac1f6b6435d0,0 21,train
008a780e-bb9e-11e8-b2b9-ac1f6b6435d0,21,train
008b8e7c-bbb4-11e8-b2ba-ac1f6b6435d0,1 0,train
00934176-bbaf-11e8-b2ba-ac1f6b6435d0,25 21,train
0093f39a-bbc9-11e8-b2bc-ac1f6b6435d0,25,train
0097150a-bbc1-11e8-b2bb-ac1f6b6435d0,23 0,train
00986cb0-bbae-11e8-b2ba-ac1f6b6435d0,5 0,train
009b8c20-bbc6-11e8-b2bc-ac1f6b6435d0,7,train
009c104e-bbc8-11e8-b2bc-ac1f6b6435d0,25 0,train
009d30e6-bbb4-11e8-b2ba-ac1f6b6435d0,0 21,train
009e88e0-bbc5-11e8-b2bc-ac1f6b6435d0,2,train
00a71d92-bbb2-11e8-b2ba-ac1f6b6435d0,21,train
00ab10d6-bba4-11e8-b2b9-ac1f6b6435d0,22 6,train
00ab56c8-bbad-11e8-b2ba-ac1f6b6435d0,7 14 0,train
00ad4b4c-bbc4-11e8-b2bc-ac1f6b6435d0,21,train
00b3659a-bbb0-11e8-b2ba-ac1f6b6435d0,5 0,train
00b580c6-bbb2-11e8-b2ba-ac1f6b6435d0,0,train
00b5ec5e-bbb8-11e8-b2ba-ac1f6b6435d0,19,train
00b6c386-bba9-11e8-b2ba-ac1f6b6435d0,7,train
00b8087a-bbc4-11e8-b2bc-ac1f6b6435d0,0 21,train
00bd4376-bbbf-11e8-b2ba-ac1f6b6435d0,7,train
00c15ef6-bba7-11e8-b2ba-ac1f6b6435d0,25 0,train
00c3f3fc-bbbe-11e8-b2ba-ac1f6b6435d0,12 25,train
00c58890-bbbc-11e8-b2ba-ac1f6b6435d0,25,train
00c76b88-bbb2-11e8-b2ba-ac1f6b6435d0,0,train
00c9616e-bba7-11e8-b2ba-ac1f6b6435d0,3,train
00ca1a3a-bbc7-11e8-b2bc-ac1f6b6435d0,23,train
00cb9586-bbc2-11e8-b2bb-ac1f6b6435d0,3,train
00d315a6-bbac-11e8-b2ba-ac1f6b6435d0,7 0,train
00d4f904-bbb4-11e8-b2ba-ac1f6b6435d0,1 4 2 0,train
00db5f9e-bbc1-11e8-b2bb-ac1f6b6435d0,25 2 0 21,train
00dd1766-bbae-11e8-b2ba-ac1f6b6435d0,25 1 2 21,train
00e77c9c-bbc2-11e8-b2bb-ac1f6b6435d0,4,train
00e96ea4-bbc1-11e8-b2bb-ac1f6b6435d0,5,train
00eabc0c-bbb5-11e8-b2ba-ac1f6b6435d0,19 0,train
00ed296c-bbb3-11e8-b2ba-ac1f6b6435d0,2,train
00ed4394-bbb2-11e8-b2ba-ac1f6b6435d0,19,train
00f42960-bbb3-11e8-b2ba-ac1f6b6435d0,2,train
00f8ac7e-bbbd-11e8-b2ba-ac1f6b6435d0,23,train
00fe597e-bbc9-11e8-b2bc-ac1f6b6435d0,5,train
00ff41c4-bba9-11e8-b2ba-ac1f6b6435d0,0 8,train
0101c0be-bba6-11e8-b2ba-ac1f6b6435d0,21,train
0102707a-bba3-11e8-b2b9-ac1f6b6435d0,23,train
01037b76-bbaa-11e8-b2ba-ac1f6b6435d0,23 4,train
01043ee4-bba5-11e8-b2ba-ac1f6b6435d0,25 0,train
0104c4e0-bbb9-11e8-b2ba-ac1f6b6435d0,0 21,train
01058b36-bbbf-11e8-b2ba-ac1f6b6435d0,3 0,train
010edd48-bbac-11e8-b2ba-ac1f6b6435d0,23 2 0,train
01106f56-bbc9-11e8-b2bc-ac1f6b6435d0,18,train
011186c4-bba2-11e8-b2b9-ac1f6b6435d0,25 2,train
011364f4-bba1-11e8-b2b9-ac1f6b6435d0,0,train
0115f496-bbb8-11e8-b2ba-ac1f6b6435d0,2,train
0118f7e4-bbaf-11e8-b2ba-ac1f6b6435d0,20 0,train
011945ae-bbb5-11e8-b2ba-ac1f6b6435d0,3,train
011a3b06-bb9e-11e8-b2b9-ac1f6b6435d0,18,train
011acdc6-bba0-11e8-b2b9-ac1f6b6435d0,7 0,train
012c2c02-bba4-11e8-b2b9-ac1f6b6435d0,2 0,train
012ed836-bbc1-11e8-b2bb-ac1f6b6435d0,23,train
01314a58-bba3-11e8-b2b9-ac1f6b6435d0,6 9 10,train
013f0f3a-bbad-11e8-b2ba-ac1f6b6435d0,7 0,train
0141b838-bb9f-11e8-b2b9-ac1f6b6435d0,25 0,train
0142ac38-bbb9-11e8-b2ba-ac1f6b6435d0,0,train
0142f5bc-bbc8-11e8-b2bc-ac1f6b6435d0,1 0,train
01437db2-bbc2-11e8-b2bb-ac1f6b6435d0,25 4,train
0148ee6a-bba3-11e8-b2b9-ac1f6b6435d0,4,train
01491e4c-bbaf-11e8-b2ba-ac1f6b6435d0,23 0,train
014927fe-bb9e-11e8-b2b9-ac1f6b6435d0,7,train
014a8bae-bba2-11e8-b2b9-ac1f6b6435d0,25 4,train
014d20d2-bbaf-11e8-b2ba-ac1f6b6435d0,26,train
014dfb1e-bbba-11e8-b2ba-ac1f6b6435d0,25 6 2 0,train
01508fd4-bb9a-11e8-b2b9-ac1f6b6435d0,25,train
0155043e-bbb7-11e8-b2ba-ac1f6b6435d0,0 21,train
015652d0-bbb7-11e8-b2ba-ac1f6b6435d0,21,train
0158f3d6-bb9f-11e8-b2b9-ac1f6b6435d0,7 0,train
015b7388-bbac-11e8-b2ba-ac1f6b6435d0,25,train
015f63c8-bba5-11e8-b2ba-ac1f6b6435d0,0,train
0167f530-bbc1-11e8-b2bb-ac1f6b6435d0,19,train
016a3738-bba7-11e8-b2ba-ac1f6b6435d0,0 21,train
016b3df6-bba5-11e8-b2ba-ac1f6b6435d0,25 1 21,train
016bc38a-bba9-11e8-b2ba-ac1f6b6435d0,25 0,train
01747a40-bbc0-11e8-b2bb-ac1f6b6435d0,18,train
017badb4-bbc6-11e8-b2bc-ac1f6b6435d0,16 18 17,train
017c17c6-bbb8-11e8-b2ba-ac1f6b6435d0,11,train
017e605a-bba7-11e8-b2ba-ac1f6b6435d0,25 17 0,train
017f7748-bba6-11e8-b2ba-ac1f6b6435d0,19,train
018004a0-bbb1-11e8-b2ba-ac1f6b6435d0,3,train
01853df0-bbc3-11e8-b2bc-ac1f6b6435d0,25,train
0189cff8-bbc0-11e8-b2bb-ac1f6b6435d0,4,train
018bc484-bba7-11e8-b2ba-ac1f6b6435d0,7,train
018dd9a2-bbc2-11e8-b2bb-ac1f6b6435d0,6,train
0190855a-bbca-11e8-b2bc-ac1f6b6435d0,23,train
01939a1a-bbc5-11e8-b2bc-ac1f6b6435d0,5,train
01977230-bbb5-11e8-b2ba-ac1f6b6435d0,22 2 0,train
01a0f8a0-bbb0-11e8-b2ba-ac1f6b6435d0,25 0,train
01a2514a-bba7-11e8-b2ba-ac1f6b6435d0,25,train
01a9e5da-bb9e-11e8-b2b9-ac1f6b6435d0,16 11,train
01b0b65a-bbba-11e8-b2ba-ac1f6b6435d0,25 0,train
01b500a4-bb9a-11e8-b2b9-ac1f6b6435d0,1 4 2 0,train
01b54382-bb9c-11e8-b2b9-ac1f6b6435d0,2,train
01b79b30-bbb2-11e8-b2ba-ac1f6b6435d0,25 0,train
01b79bd0-bba3-11e8-b2b9-ac1f6b6435d0,4,train
01b7c7b8-bba8-11e8-b2ba-ac1f6b6435d0,19 0,train
01b9584c-bbbe-11e8-b2ba-ac1f6b6435d0,25 0,train
01ba30e4-bbb6-11e8-b2ba-ac1f6b6435d0,16 0,train
01bb65f4-bba2-11e8-b2b9-ac1f6b6435d0,18 14,train
01bc1aa2-bbad-11e8-b2ba-ac1f6b6435d0,5 0 21,train
01bc4dc6-bbbf-11e8-b2ba-ac1f6b6435d0,2,train
01bc5bf4-bbc4-11e8-b2bc-ac1f6b6435d0,7,train
01c36810-bb9a-11e8-b2b9-ac1f6b6435d0,5 21,train
01c7157c-bba5-11e8-b2ba-ac1f6b6435d0,21,train
01c87288-bbc2-11e8-b2bb-ac1f6b6435d0,11,train
01cccde8-bba8-11e8-b2ba-ac1f6b6435d0,25 2,train
01cd718c-bbc9-11e8-b2bc-ac1f6b6435d0,0,train
01d05f48-bbb8-11e8-b2ba-ac1f6b6435d0,16 25 0,train
01d1ae74-bbb9-11e8-b2ba-ac1f6b6435d0,23 0,train
01d1e5fc-bbb3-11e8-b2ba-ac1f6b6435d0,23,train
01d2a326-bba8-11e8-b2ba-ac1f6b6435d0,25 2,train
01d2d5c4-bbb9-11e8-b2ba-ac1f6b6435d0,1 0,train
01d6e4b8-bba8-11e8-b2ba-ac1f6b6435d0,19 25,train
01d7fd92-bb9b-11e8-b2b9-ac1f6b6435d0,7,train
01da7d44-bbad-11e8-b2ba-ac1f6b6435d0,7,train
01ddc40c-bbb9-11e8-b2ba-ac1f6b6435d0,22 0,train
01dfa77a-bba2-11e8-b2b9-ac1f6b6435d0,0,train
01e7a2b4-bbba-11e8-b2ba-ac1f6b6435d0,22,train
01e9c96a-bb9a-11e8-b2b9-ac1f6b6435d0,18 0 21,train
01ebc542-bbbf-11e8-b2ba-ac1f6b6435d0,25 0,train
01ecc930-bbc7-11e8-b2bc-ac1f6b6435d0,25,train
01edbdd4-bbb0-11e8-b2ba-ac1f6b6435d0,25 21,train
01eea150-bba5-11e8-b2ba-ac1f6b6435d0,3,train
01f58bec-bba4-11e8-b2b9-ac1f6b6435d0,23,train
01f870c0-bba7-11e8-b2ba-ac1f6b6435d0,14,train
01f8c228-bbac-11e8-b2ba-ac1f6b6435d0,23,train
01f8f48c-bbb1-11e8-b2ba-ac1f6b6435d0,7,train
01fbb7f8-bbc0-11e8-b2bb-ac1f6b6435d0,21,train
02056070-bba5-11e8-b2ba-ac1f6b6435d0,7 1 4,train
02070102-bbb7-11e8-b2ba-ac1f6b6435d0,25 0,train
0207bdcc-bbb7-11e8-b2ba-ac1f6b6435d0,6 0,train
020c961e-bbb5-11e8-b2ba-ac1f6b6435d0,25 21,train
020d4352-bbb5-11e8-b2ba-ac1f6b6435d0,16 25,train
0216d526-bbbe-11e8-b2ba-ac1f6b6435d0,16 14,train
0217b490-bb9c-11e8-b2b9-ac1f6b6435d0,3,train
02199b60-bbc0-11e8-b2bb-ac1f6b6435d0,1 2,train
0219faa8-bba5-11e8-b2ba-ac1f6b6435d0,21,train
021eacc4-bba0-11e8-b2b9-ac1f6b6435d0,2,train
022159ba-bbc8-11e8-b2bc-ac1f6b6435d0,14,train
02235ae2-bb9d-11e8-b2b9-ac1f6b6435d0,25,train
02271820-bbad-11e8-b2ba-ac1f6b6435d0,0,train
0228a6e2-bba6-11e8-b2ba-ac1f6b6435d0,5,train
022b36e8-bba4-11e8-b2b9-ac1f6b6435d0,25 0,train
0230e7d0-bba1-11e8-b2b9-ac1f6b6435d0,5 0,train
0230f2c2-bb9f-11e8-b2b9-ac1f6b6435d0,11 16,train
0232898a-bbbc-11e8-b2ba-ac1f6b6435d0,25,train
023324a6-bbaf-11e8-b2ba-ac1f6b6435d0,12,train
02341824-bbba-11e8-b2ba-ac1f6b6435d0,25,train
0235dcc4-bbb8-11e8-b2ba-ac1f6b6435d0,19 25,train
023bd202-bbb6-11e8-b2ba-ac1f6b6435d0,7 1 0,train
0241af90-bba4-11e8-b2b9-ac1f6b6435d0,7,train
0241b984-bb9c-11e8-b2b9-ac1f6b6435d0,2,train
024476f6-bbb0-11e8-b2ba-ac1f6b6435d0,25 0,train
0245b156-bba1-11e8-b2b9-ac1f6b6435d0,23,train
0246331e-bbc0-11e8-b2bb-ac1f6b6435d0,4,train
0249aa98-bbc1-11e8-b2bb-ac1f6b6435d0,19 0,train
024bce74-bbc4-11e8-b2bc-ac1f6b6435d0,12,train
024e7bec-bbc9-11e8-b2bc-ac1f6b6435d0,25 0,train
024f501e-bbc7-11e8-b2bc-ac1f6b6435d0,22,train
024f5654-bbae-11e8-b2ba-ac1f6b6435d0,24 22,train
0250e242-bb9c-11e8-b2b9-ac1f6b6435d0,2,train
025b645c-bbbe-11e8-b2ba-ac1f6b6435d0,25,train
026469ac-bb9c-11e8-b2b9-ac1f6b6435d0,22,train
0264fdd4-bbb7-11e8-b2ba-ac1f6b6435d0,4,train
0265b670-bba3-11e8-b2b9-ac1f6b6435d0,18 17 21,train
0266a4f8-bbc7-11e8-b2bc-ac1f6b6435d0,25,train
026777cc-bb9d-11e8-b2b9-ac1f6b6435d0,0,train
0271c9e4-bbab-11e8-b2ba-ac1f6b6435d0,6,train
02744d42-bbbd-11e8-b2ba-ac1f6b6435d0,21,train
02778a56-bbbe-11e8-b2ba-ac1f6b6435d0,23,train
0277fafe-bba5-11e8-b2ba-ac1f6b6435d0,23,train
0278970a-bbb6-11e8-b2ba-ac1f6b6435d0,0,train
027a702a-bbca-11e8-b2bc-ac1f6b6435d0,22 2,train
027c2e8a-bb9b-11e8-b2b9-ac1f6b6435d0,5,train
027c5df4-bbb6-11e8-b2ba-ac1f6b6435d0,14 0,train
027c9b12-bbc4-11e8-b2bc-ac1f6b6435d0,3 0,train
0286c9da-bbc3-11e8-b2bc-ac1f6b6435d0,25 2 0,train
0288d6f4-bbc2-11e8-b2bb-ac1f6b6435d0,4,train
0288e29e-bb9e-11e8-b2b9-ac1f6b6435d0,25 5,train
028a827a-bba8-11e8-b2ba-ac1f6b6435d0,2,train
028cb8d2-bb9f-11e8-b2b9-ac1f6b6435d0,5,train
028e8954-bbbe-11e8-b2ba-ac1f6b6435d0,14,train
0290c330-bb9c-11e8-b2b9-ac1f6b6435d0,26 25,train
0294ea40-bbbb-11e8-b2ba-ac1f6b6435d0,21,train
